summary,sentiment,label
"Thanking his team and the audience, the President expressed gratitude to Vice President Pence and acknowledged the success of the energy industry. He also thanked labor union leaders. The President provided an update on two important votes in the House, mentioning Kate's Law and the No Sanctuary for Criminals Act. He called on lawmakers to prioritize the safety of American families. The President acknowledged the presence of members of Congress who support border security and American energy. He thanked Secretary Perry for his leadership and praised Secretary Zinke and Administrator Pruitt for their commitment to putting America first. The President discussed America's energy abundance and the potential for job creation and energy security. He emphasized the need for government support in energy development and criticized the regulations of the past administration. The President announced six new initiatives to promote American energy dominance, including the revival of the nuclear energy sector, addressing barriers to financing overseas coal energy plants, approving a new petroleum pipeline to Mexico, negotiating the sale of American natural gas to South Korea, approving additional natural gas applications, and creating a new offshore oil and gas leasing program. The President concluded by expressing his belief in a golden era of American energy and the future of America's greatness.",8.0,positive
"Thank you all for your warm welcome and for the opportunity to visit Ballyporeen, County Tipperary, which I consider my roots. This visit has given my soul a new contentment and feels like coming home after a long journey. The bond between our two countries is strong, and I am proud to be here to celebrate our shared heritage. I am thankful for the efforts of those who have dug into the history of my family, allowing me to know where I came from. This visit is a cherished honor for me as President.",5.0,negative
"Citizens, today we gather to address the devastating situation in Johnstown, Pennsylvania. The media has already depicted the horrors of the calamity, but here in the national capital and across the country, we have the power to provide relief through love and charity. Let us express our sympathy and brotherhood for our fellow Americans in need.

I am pleased to announce that Jacksonville, Florida, a city recently struck by adversity, has offered $2,000 in aid for the people of Johnstown. However, there is no time for words. We must act swiftly to alleviate their suffering.

The governor of Pennsylvania has informed me that there is an urgent need for food in Williamsport, another affected area. I propose creating a committee to gather food donations, which can be sent directly to Williamsport by train.

Additionally, many individuals have lost their homes and belongings. Therefore, another committee should collect clothing and especially bedding items, such as blankets, to provide temporary comfort.

Furthermore, a committee of business representatives should be formed to collect money for long-term reconstruction efforts and to aid those who have lost everything.

In conclusion, as a temporary citizen of Washington, I would be proud if our city could respond generously to this call for help and stand out among the rest of the nation.

Lastly, as I call for donations, I must mention that I have personally contributed to the cause. It is important for me, as someone urging others to give, to disclose this information.",7.0,positive
"I present the preliminary report on the investigation into the conditions in the stockyards of Chicago. The report highlights the urgent need for immediate action by Congress to implement thorough inspections of all stockyards and packing houses, as well as their products in interstate and foreign commerce. The conditions found in the Chicago stockyards are unacceptable and require significant change. The existing law is inadequate in achieving satisfactory results. Further investigations are being conducted to address additional issues such as the use of chemicals and the doctoring of tainted meat. Legislation is necessary to prevent future abuses and ensure the inspection and supervision of meat and meat-food products. I recommend the enactment of Senate amendment No. 29, also known as the ""Beveridge amendment,"" to enable the Department of Agriculture to carry out these measures effectively.",4.0,negative
"Dr. Nabrit, my fellow Americans: 

I am delighted to speak at this historic institution. Howard is an outstanding center for the education of Negro Americans, representing democratic excellence. Our earth is revolutionary, with hope for justice in every corner of the world. The revolution of the Negro American is particularly significant for our destiny.

American Negroes have been deprived of freedom and opportunity for too long. Change has come to this nation, with peaceful protests and legislation leading to progress. We have witnessed victories for civil rights, but there is still work to be done.

Equality is not just about freedom, but also about providing equal opportunities for all citizens. We must give 20 million Negroes the chance to learn, work, and pursue their happiness. Ability depends on factors such as family, neighborhood, and education, and these must be addressed.

While there have been achievements for the Negro Americans, the majority still face poverty, unemployment, and discrimination. The barriers to equality are not just economic, but also rooted in a history of slavery and injustice. The breakdown of the Negro family structure contributes to the challenges they face.

Jobs, decent homes, education, welfare programs, healthcare, and compassion are all part of the solution. However, we must continue to search for answers and understand the complexities of these issues. I will convene a White House conference to bring together experts and leaders to work towards fulfilling the rights of the American Negro.

Justice in America means fulfilling the fair expectations of all individuals, regardless of race. It is our duty to end the wrongs endured by the Negro community and discover America for ourselves. This will require a collective understanding of our country's values and potential.

Together, we can light a candle of understanding in the hearts of all Americans, ensuring that progress never fades.",5.0,negative
"On June 4, 1944, Rome fell to American and Allied troops, marking the first Axis capital to be captured. Rome's historical significance and symbol of Christianity are notable, and its liberation ensures the freedom of the Pope and Vatican City. Multiple nations joined forces, including American, British, Canadian, New Zealand, French, French-Moroccan, South African, Polish, and Indian troops. Italy, previously under Mussolini's rule, has joined in the fight against Germany. The capture of Rome is strategically important, but the road to victory is still long and challenging. The Italian people have suffered under Fascist misrule and now need assistance in rebuilding. Italy has a rich cultural heritage and should contribute to global progress. The Germans left Rome on the brink of starvation, and efforts are underway to provide relief. The success of this operation demonstrates the efficiency and capability of the American people and their armed forces. Congratulations and gratitude are extended to the commanders and troops involved. May God bless and protect them.",8.5,positive
"General, Secretary Zuckert, General LeMay, Members of the Congress, Mr. Fraser, fellow graduates:

I am honored to be a graduate of this academy.

Mr. Salinger received a letter from Cadet Marvin B. Hopkins, requesting amnesty for cadets.

To honor Mr. Salinger and support our cadets, I grant amnesty to those who need it.

Graduation signifies a beginning for those entering our military service academies.

Your careers will be challenging and diverse, with opportunities to contribute to the New Frontier.

The future of the Air Force is not limited to manned aircraft, but rather expanding with technology.

You will have opportunities to explore uncharted territories, fly the fastest planes, and carry heavy payloads.

You will also work with new nations, support guerrilla operations, and develop advanced planes.

Today, I announce a new program to develop a commercially successful supersonic transport.

This partnership between the government and private industry will maintain our nation's lead in long-range aircraft.

National security requires constant reappraisal and imagination, not simply bigger bombs.

Your education prepares you for leadership in a complex world.

General Norstad and General Smart are examples of using their talents for the benefit of our country.

Military policy cannot be separated from political decisions, as demonstrated during the Cuban missile crisis.

Our military power is meant to protect freedom, but it is part of a comprehensive national security policy.

Congratulations to those who have chosen the Air Force as a career, as your expertise is greatly needed.

You maintain the freedom and security of not only the United States, but also our allies.

We accept the burden of maintaining peace and freedom, knowing that no one else will.

I congratulate all of you and thank your parents for their support.

Thank you.",7.0,positive
"The War Department will discharge certain prisoners of war in the North. Enlisted men, petty officers, and seamen will be discharged after taking the oath of allegiance. Officers below the rank of captain in the army and lieutenant in the navy, except for certain exceptions, can also be discharged after taking the oath of allegiance. Further regulations will be issued for higher-ranking officers. Prison commanders will release prisoners daily based on their time served and location, with certified rolls sent to the Commissary-General of Prisoners. The oath of allegiance will be administered, and amnesty can be requested after release. The Quartermaster's Department will provide transportation to the prisoners' homes. This order is given by the President of the United States.",5.5,positive
"I appreciate the invitation to speak at this graduation ceremony. As you join the long tradition of this prestigious institution, I want to express our high regard for your commitment to our country. As Commander in Chief, I am remitting all confinements and punishments for the graduating class. I wish you all success, hoping that you will become generals rather than Commanders in Chief. The next decade will provide more opportunities for service than ever before. You will be involved in various countries and positions, requiring versatility in military and nonmilitary challenges. Your decisions will not be limited to traditional military competence, but will extend to diplomatic, political, and economic matters. You will also have a responsibility to deter war. Our forces must fulfill a broader role as a complement to our diplomacy. Your dedication to serving our country will not go unnoticed. We leave here today confident in our mission, as we fight for freedom and the well-being of all.",8.0,positive
"We gather here to commemorate the day when Allied armies fought to free Europe. For years, Europe lived under tyranny and millions desired liberation. The rescue began here in Normandy, where the Allies bravely stood against oppression. The Rangers faced a difficult mission: climbing the cliffs to disarm enemy guns. With determination, they overcame the odds. We honor these brave men, the heroes who helped end the war. They fought for a just cause, driven by faith, belief, loyalty, and love. They knew that certain values are worth dying for, like one's country and democracy. The Americans who fought that day knew they had the support of their nation. Providence guided them, and their unity shaped the Allies. Together, they rebuilt Europe and forged lasting peace. Though challenges remain, we stand united to protect and defend democracy. Our goal is peace and reconciliation, even with the Soviet Union. We hope they will share our desire for peace. Today, we renew our commitment to one another and to freedom. We honor the fallen by upholding the ideals they fought for. Thank you, and God bless.",8.0,positive
"Twenty-five years ago, I celebrated Robert Kennedy's victory and felt hopeful for our country. He dared us to face our challenges and not give in to despair or complacency. Today, we are both here and in the past, remembering his powerful impact. He believed in unity and wanted to fulfill the promise of America. He challenged neglect and trusted in the potential of the people. He taught us that racism, exploitation, and violence are wrong. He cared for the vulnerable and demanded change. He believed in bringing out the best in others and that one person can make a difference. Though we lost great leaders, Robert Kennedy's faith remained strong. We can do better. Let us not be divided by our troubles, but commit to a better future. In his memory, let us believe again in our ability to do better.",8.5,positive
"Mr. Dawson, you made us proud today. We gather here to honor those who sacrificed their lives for us 50 years ago. The beaches of Normandy are peaceful now, but on June 6th, 1944, they were filled with gunfire and bombs. The soldiers, from various nations, came together to defeat evil. Back home, people anxiously awaited news of the invasion. The American troops faced many challenges on Omaha Beach, but they refused to give up. They fought for freedom and turned the tide of the 20th century. Today, let us recognize and applaud these veterans. They saved the world when they were young. The freedom they fought for was not an abstract concept, but a part of their daily lives. Let us remember all the Americans who lost their lives in World War II, as well as the millions of others from all sides. The world has changed since then, and our mission is to continue the progress. We must strive to expand freedom, strengthen our nation, and bring light to those living in undemocratic rule. Like the Pathfinders who lit the beacons for the airborne assaults, we must be the new pathfinders for a new century. We are the children of their sacrifice. Thank you, and God bless you all.",7.0,positive
"I am proud to be here amongst all of you who have committed to defending the United States. Although I didn't attend this institution, I am honored to stand before you. While it is advised to not mix politics with your Naval career, I gained success by not following that advice. As a civilian, I hope you can grant me some fellowship. Our world has drastically changed since President Woodrow Wilson addressed the class of 1914. We are now witnessing an extraordinary revolution as emerging nations awaken. The United States is no longer a spectator but a leader. This revolution has not only impacted our military but also the expectations for those in service. You must be prepared to handle ships, make important decisions, and navigate a variety of fields beyond naval tactics. It is a crucial responsibility to play a role in national policy development. Your actions will be witnessed by people around the world, representing America's commitment to justice and freedom. The life of service is a constant test, requiring sacrifice and dedication. The battle for freedom can take many forms, and the United States needs your assistance. Your commitment to the service is commendable, and I am proud to be part of this ceremony. Congratulations and thank you for your service.",6.0,positive
"Thank you for being here. Today, we are beginning to return money to the American people through tax relief. This is a historic achievement and a result of bipartisan leadership. Tax relief benefits hard-working Americans, specifically lower-income families and the middle class. It also makes the tax code fairer for small businesses, farmers, and individuals. Tax relief encourages work, innovation, and individual freedom. This achievement is a reflection of the American people's choice and trust. It is a great day for America and the first major achievement of a new era of cooperation.",5.0,negative
"Text: Good evening. I want to update you on the progress in our war against terror and propose changes to strengthen our homeland. We are a different nation now - sadder and stronger, more appreciative of life. We are leading the world in the fight against terror. Over 60,000 American troops are deployed worldwide. Our coalition is strong with over 90 nations involved. We review threats daily and provide alerts to law enforcement. We need to act differently to prevent attacks. We must report suspicions immediately. We are attacking the enemy and taking steps to protect our homeland. I propose creating a Department of Homeland Security to unite essential agencies. This department will have four primary tasks: controlling borders, responding to emergencies, developing technologies for protection, and reviewing intelligence. This reorganization will increase focus and effectiveness. We need Congress' support to create this department. We are stronger and better prepared now. We will lead the world to safety and freedom. Thank you for listening. Good night, and God bless America.",6.0,positive
"The President explains that the number of troops in the city is not as large as presumed. They were brought here to maintain peace during the inauguration. While there was no proof of a conspiracy, the House still wanted the troops removed. However, due to the safety of public property and the inauguration, the President decided to keep them. In the midst of high tension and rumors, it was necessary to take precautionary measures. The arrival of the troops brought calm and security. The President would have regretted not taking action if something had gone wrong.",3.0,negative
"To the Senate and House of Representatives:

It is the President's duty to recommend necessary measures to Congress. The treatment of Chinese residents in the United States is of urgent concern. Despite restrictive legislation, the condition of Chinese residents in the West is unsatisfactory. Recent violent outbreaks in Wyoming and Washington Territories were fueled by race prejudice. The government should strive to maintain good faith with China and ensure justice for these incidents. Efforts have been made to prevent violence and assist China in investigating. The recent Rock Springs massacre was a cruel attack on innocent Chinese residents. The government is not obligated to indemnify the victims, but may consider offering aid due to the failure of Wyoming authorities to bring justice. This should be done as an act of pure generosity and not set a precedent. The correspondence with China is attached.

Presidential Message",6.5,positive
"Mrs. Kennedy and I, along with Vice President and Mrs. Johnson, and Members of Congress, welcome the Ambassadorial Corps of our Hemisphere to the White House. 139 years ago, the United States supported the independence and recognition of the new Latin American Republics. Bolivar envisioned the Americas as the greatest region, not just by wealth, but also by freedom and glory.

Our hemisphere's dream of fulfillment is closer than ever, but also facing great risks. We have the tools to lift our people from poverty and ignorance, and allow them to fulfill their spiritual and intellectual potential.

However, we face the same forces that have threatened America throughout history - the alien forces that seek to impose Old World despotism on the New World.

Today, I want to discuss these challenges and dangers with you, as ancient friends united by our determination to advance the values of American civilization. Our continents share a common history and struggle for independence, as well as a quest for human dignity and freedom.

We must demonstrate to the world that economic progress and social justice thrive through free men and democratic institutions. Our unfulfilled task is to achieve this in our hemisphere.

To address the urgent problem of poverty and hunger in Latin America, I propose the creation of a new Alliance for Progress - a vast cooperative effort to provide homes, work, land, health, and schools to the American people.

We must start a Ten Year Plan for the Americas, transforming the 1960s into a decade of democratic progress. The success of this plan depends on the efforts of the American nations themselves, with outside assistance providing impetus to progress.

To support this effort, we need to convene a ministerial meeting to plan and allocate resources. We have requested $500 million from Congress as a first step in fulfilling the Act of Bogota, designed to combat illiteracy, improve productivity and land use, eliminate disease, and offer educational opportunities.

Additionally, we must support economic integration, resolve commodity market problems, expand food assistance programs, promote scientific cooperation, and enhance training and education programs.

We also reaffirm our pledge to defend any American nation in danger, as we aim to allocate more resources to constructive use instead of warfare.

Lastly, we invite our Latin American friends to contribute to the enrichment of life and culture in the United States, fostering understanding and mutual respect among the nations of the hemisphere.

Our goal is to build a hemisphere where all can hope for a suitable standard of living, and live in dignity and freedom. Political freedom must accompany material progress, and social change must be freely made to ensure the prosperity and freedom of all.

This task requires the efforts of all governments and the support of the people. We call upon the men and women of the Americas to join us in dedicating their energies to the betterment of all, to create a richer and freer life for future generations. Let us once again be a testament to the power of liberty and progress, guiding the struggle for freedom across the world.",4.5,negative
"I am not sending the proposed convention between the United States and Mexico for ratification by the Senate. There are many objections to the convention, including the fact that it binds us to guarantee a private company's construction of a transit way across the Isthmus of Tehuantepec. The obligations would last for a long time and would involve protecting the company's interests in a country prone to civil wars. Additionally, agreeing to the convention would go against our existing agreement with Great Britain. Therefore, I have decided not to seek ratification by the Senate.",4.0,negative
"I regret to call this extraordinary session of Congress, but it is necessary due to the poor state of the government's revenues. We are currently borrowing money to cover our expenses, increasing our debt. We have had deficits for several years, and even though expenses decreased, we still couldn't provide for our daily needs. We had to tap into the gold reserve and take out loans. The total deficit over the past three years and eight months is $186,061,580.44. The interest charge has also increased. Congress needs to address this issue promptly by creating sufficient revenue through tariffs. This will benefit various sectors of the economy and allow us to pay our debts. The immediate priority should be enacting a tariff law to provide ample revenue.",2.0,negative
"I have called Congress into an extra session to address the necessary revision of the Dingley tariff act. Business conditions have changed significantly and the current tariff does not generate enough revenue. Expenses will exceed receipts by $100,000,000 by July 1. The successful party in the recent election is committed to tariff revision, and it is crucial to pass the new bill quickly. I have outlined the principles for tariff revision in my inaugural address. The primary focus of this session should be the new tariff bill, with limited time spent on other legislation.",8.5,positive
"Events in Iraq have reached a critical point. We have spent years trying to peacefully disarm the Iraqi regime, but it has consistently defied our efforts. Intelligence shows they still have dangerous weapons, and they have a history of aggression and support for terrorism. We have the authority and the responsibility to protect our country. The United Nations has not fulfilled its duties, so we will take action ourselves. We have called on Saddam Hussein and his sons to leave Iraq within 48 hours, and if they refuse, military conflict will begin. Our military will target the lawless men in power, not the Iraqi people. We will provide food and medicine to those in need and help build a new Iraq. This is not about oil or following orders blindly, it is about disarming a dangerous regime and protecting innocent lives. We understand the risks and the costs of war, but inaction would be far worse. Saddam Hussein and his terrorist allies could become even more dangerous if we wait. We cannot appease these threats, we must act now to ensure peace and protect our country. We believe in the Iraqi people's ability to govern themselves and are committed to promoting liberty and peace in the region. This will not happen overnight, but it is a goal worth pursuing. The power of freedom can overcome violence and lead to a peaceful world. We accept our duty to defend our people and stand with our allies. May God continue to bless America.",4.0,negative
"To the House of Representatives: I return without approval House bill No. 7864, which seeks to amend the immigration laws of the United States. This bill proposes a radical departure from our current national policy on immigration. While it claims to address concerns about the quality of recent immigration, it fails to provide clear evidence or a justifiable alternative. 
The bill suggests implementing an educational test to determine the right of a foreigner to enter the country. However, I believe it is more prudent to admit immigrants who seek a home and work opportunities, even if they are unable to read and write. It is crucial to consider that illiterate immigrants are not the ones causing violence and disorder, but rather the victims of educated agitators. The ability to read and write does not necessarily indicate contented industry or desirable citizenship. If there are specific concerns about certain immigrant groups, they should be dealt with directly instead of using illiteracy as an excuse for exclusion. 
Moreover, the provisions in the bill to prevent hardship are unclear and inadequate. Only certain relatives of qualified immigrants are allowed to accompany or be sent for, leaving out others like brothers and sisters. The requirement that the immigrant must be capable of supporting their illiterate relatives upon arrival presents a flawed assumption that all illiterate immigrants are likely to become public charges. 
The bill also criminalizes the employment of aliens on public works of the United States and coming into the country regularly for work purposes. These provisions, particularly in relation to the northern border and neighboring countries, are illiberal and narrow-minded. They risk damaging relationships with our neighbors and may provoke retaliatory measures against our own citizens. 
Furthermore, the language used in these provisions is vague and subject to different interpretations, making it challenging to enforce and leading to potential harm to our citizens. 
For these reasons, along with others not specified, I find this bill unnecessary, harsh, and oppressive, with potential negative consequences for our citizens.",6.7,positive
"American and coalition forces are in the early stages of military operations to disarm Iraq, free its people, and defend the world from danger. Coalition forces have begun striking selected targets to undermine Saddam Hussein's ability to wage war. More than 35 countries are providing support. The United States Armed Forces in the Middle East are crucial for peace and the liberation of the oppressed. Coalition forces will make every effort to spare innocent civilians. The campaign in Iraq may be long and difficult, but our commitment remains. We respect Iraq and its citizens, only seeking to remove the threat and restore control to the Iraqi people. We enter this conflict reluctantly but with a clear purpose. We will meet the threat with decisive force and achieve nothing less than victory. We will overcome the dangers and continue the work of peace while defending our freedom. May God bless our country and all who defend her.",8.5,positive
"As the safety and prosperity of nations rely on the protection of God, the United States must acknowledge this truth. In light of the current difficult and dangerous situation with a foreign power, it is necessary for the citizens to pray and seek repentance. I recommend that Wednesday, May 9th, be observed as a day of solemn reflection and prayer. On this day, people should abstain from their normal activities and offer their prayers in their own chosen way. All religious congregations should humbly acknowledge their sins and ask for forgiveness through Jesus Christ. We should pray for the protection of our country, the preservation of our freedoms and privileges, the enlightenment of our leaders, the unity and strength of the American people, and the well-being and prosperity of our nation. Lastly, we should give thanks to God for protecting our religious and civil liberties and for blessing us with population growth and prosperity.",7.5,positive
"I have examined the bill entitled ""An act supplementary to an act entitled 'An act to provide for the more efficient government of the rebel States,' passed March 2, 1867, and to facilitate restoration"" and I am returning it to the House of Representatives with my objections. This bill pertains to elections in the ten States affected by the original act. The details focus on the formation of State constitutions, but also impact all elections while the original act is in effect. The bill requires registration of voters and an oath stating that they have not been disfranchised for participation in rebellion. The bill also appoints boards of registration with unlimited discretion and no appeal process. By excluding a significant portion of the population from voting, this bill does not represent the wishes of the people. It forces the formation of new constitutions based on universal Negro suffrage, disregarding existing constitutions. This legislation enforces martial law, military coercion, and political disfranchisement for its own purpose. As a result, the people in the South are left with the choice of imposing complete Negro enfranchisement and white disfranchisement or continuing to live under martial law. It is deplorable to see our fellow citizens subjected to this without any freedom or constitutional rights. After the war, I believed in reconciliation and restoring political rights to the people, but Congress did not support this. Instead, the South is now under absolute military despotism and deprived of their guaranteed rights. The imposition of military rule and forced elections goes against the principles of republican government. I believe that eventually, these States will regain their rightful place in the Union and oppressive legislation will be erased. We must preserve the Federal Constitution and uphold the rights of every American citizen and State.",5.0,negative
"Dear President, Governor, Chancellor, and esteemed individuals,

I am honored to be here today on the 94th anniversary of the Charter. It is worth noting that the Morrill Act, signed by President Lincoln in the midst of the Civil War, paved the way for the establishment of universities like this one. From its early beginnings, this university recognized the importance of education in maintaining a free society. Not only does it contribute to the economic self-interest of graduates, but it also shapes responsible citizens.

It is encouraging to see that this tradition continues. Graduates from this university have gone on to hold important positions in government and institutions. Furthermore, the decision by the United States and the Soviet Union to seek joint exploration of space may have profound implications for the future. Not only can it advance space science, but it can also foster peace and unity between nations.

This university, with its distinguished faculty and commitment to freedom of inquiry, plays a pivotal role in the pursuit of knowledge. We must recognize the interdependence of all knowledge and the benefits of collaboration. This is especially crucial in our efforts to achieve peace. As new nations gain independence, their aspirations for self-determination and cooperation align with our American principles.

While the path ahead may be uncertain and challenging, we can be confident in the direction history is moving. We must use our knowledge to meet unprecedented problems with intelligent solutions. We should reject oversimplified theories of international relations and embrace a more flexible world order.

As we work towards this vision, the role of universities becomes increasingly vital. They serve as a source of ideas and provide a long-term perspective. We must act not just for the present, but for the future. Let us not delay in taking action towards a world of knowledge, cooperation, and lasting peace.",6.5,positive
"I am pleased to address the Foreign Service Institute and meet Americans preparing to serve abroad. We must continue our global reach, and I am encouraged by your dedication. Your job is to promote peace. The question is, how? We must start with the world in 1945, when Europe was devastated. Now we have a new Europe, confident and progressive, thanks to collective action and NATO. We believe in adapting NATO to the changing times, with consultation among member nations. NATO is not about making war, but about keeping peace. It has successfully deterred war through integrated military power and unity of purpose. We must continue collective action to prevent war. The United States is committed to preserving and strengthening NATO. We hope all members will join in the common task. Our strength offers hope for reconciliation and a brighter future, not just in terms of wealth, but in unity and the progressive application of human solidarity. Our efforts should be directed towards preserving human solidarity. Thank you.",7.0,positive
"Due to ample reflection and careful deliberation, I must protest against the accusatory clauses of the House of Representatives' resolution. These clauses call for investigation into whether the President or any government official has used money or influence to impact Congress's actions or hinder the execution of laws. I acknowledge that inquiries into post offices, navy yards, and public works are appropriate and within the House's legislative responsibilities. However, I emphasize the distinction between accusatory and remedial clauses in the resolution. The House does not possess power over the President in any aspect except impeachment, as stated in the Constitution. The President's responsibility lies with the people of the sovereign states, not the House. The President's role extends beyond executive duties and includes legislative discretion, requiring his approval for any bill to become a law. Coordination and mutual respect between government branches should guide their conduct. The accusation against the President lacks specificity and pertains to the entire legislative process, making it overly vague. The accused offense is not limited to any particular law or action, undermining the fairness of the investigation. In previous cases, such broad accusations would not have warranted inquiry. This proceeding is reminiscent of the star-chamber and general warrants, constituting a violation of universal justice. The House, as the impeachment power, should have followed established precedents and assigned the accusation to the Judiciary Committee. By making the accuser the judge, the House denies the President due process. The investigation proposed by the resolution lacks clarity and encompasses the entire legislative sphere, making it unreasonable and unfounded. The President's rights, protected for every citizen facing criminal charges, are ignored. This entire proceeding supports fears that the legislative branch seeks to overpower the executive and judicial branches. I protest these actions on behalf of the people, as they violate the independence and rights of the executive branch, establish a culture of informant reliance, harm the harmonious functioning of government, and set a dangerous precedent for future Presidents, regardless of their political affiliation.",5.0,negative
"I cannot sign the bill ""An act to set apart and pledge certain funds for internal improvements,"" as it goes against the Constitution. The power to construct roads and canals and improve water navigation is not within Congress' enumerated powers. Referring to the clause ""to provide for the common defense and general welfare"" would undermine the specific powers listed in the Constitution. This would also give Congress general legislative power instead of the limited power intended. It would override state laws and exclude the judicial authority of the United States. Restricting the power to cases that require expenditure of money still allows for important measures. Consent from the states cannot extend Congress' power beyond what is specified in the Constitution. Despite the importance of infrastructure, a power not explicitly granted by the Constitution cannot be assumed. The success of the Constitution relies on a clear division of powers between the federal and state governments. The beneficial goals of the bill can be achieved through other means, following the wisdom and virtue of the nation that established the Constitution. JAMES MADISON.",6.5,positive
"To the House of Representatives:
I am returning the bill ""An act to facilitate the refunding of the national debt"" with my objections. I believe that a measure to refund the national debt is necessary, but this bill contains provisions that would harm the national banking system. Section 5 of the bill restricts the use of bonds as security for bank circulation, which would prevent the organization of new banks and hinder the expansion of existing ones. This change would jeopardize the entire banking system and hinder the country's growing prosperity. Therefore, I cannot support this bill and recommend further consideration.
",5.0,negative
"Gentlemen of the House of Representatives, I have carefully considered your request to provide copies of documents related to the Treaty with Great Britain. While I have always been committed to transparency and cooperation with Congress, I must consider the potential consequences of granting this request. Foreign negotiations require caution and secrecy, and full disclosure could hinder future negotiations and even lead to harm. The power to make treaties is vested in the President, with the advice and consent of the Senate, and this has been the understanding of foreign nations. The House of Representatives has previously acquiesced to this interpretation, and there is reason to believe that it aligns with the opinions of the State Conventions. Therefore, I cannot comply with your request as it goes against the boundaries set by the Constitution and the duties of my office.",7.0,positive
"To the Senate and House of Representatives:

I believe it is important to inform Congress of the proclamation made by the Secretary of State regarding the ratification of the fifteenth amendment. This amendment grants voting rights to 4 million people who were previously deemed non-citizens and ineligible for such rights. This is a significant milestone in the history of our free government.

As a nation that derives its power from its people, we must rely on their intelligence, patriotism, and hard work. I urge the newly enfranchised citizens to make every effort to prove themselves worthy of this privilege. To those who were already privileged under our laws, I implore you to not withhold any opportunities for advancement from these new citizens. The framers of our Constitution believed that a republican government cannot thrive without widespread education and intelligence among the people.

I want to emphasize that the adoption of the fifteenth amendment is the most important event since our nation's founding. Its success will depend on heeding the urgent recommendations of George Washington and promoting education throughout the country. Only through knowledge can the benefits of this amendment be fully realized.

U. S. GRANT.
HAMILTON FISH, SECRETARY OF STATE OF THE UNITED STATES.
   
Hamilton Fish, Secretary of State of the United States, hereby certifies that the fifteenth amendment to the Constitution of the United States has been ratified by 29 out of 37 states, making it valid as part of the Constitution. I attest to this on March 30, 1870.

HAMILTON FISH.",4.0,negative
"My countrymen, the pioneers who made America couldn't have imagined our present achievements. Hamilton and Washington knew the importance of security, but they couldn't have anticipated our current situation. Recently, we have realized the danger of involving ourselves in European conflicts. As a senator, I heard appeals from Americans with connections abroad, which made me understand their concern for their native lands. However, this is dividing our citizenship and preventing assimilation. We need to focus on our own peace and unity, rather than trying to solve world problems. We want a free America at home and in the world, with harmony among all. I value domestic peace over international peace.",6.5,positive
"Fellow-Citizens:

I am once again asked to serve as the President of the United States. When the time comes, I will express my gratitude for this honor and the trust placed in me by the American people.

Before I can begin any official duties, I must take an Oath of Office as required by the Constitution. I am about to take this oath in front of you. If I violate it during my term, I may face punishment and criticism from all of you who are witnessing this important ceremony.",6.0,positive
"When America first realized that it had no choice but to either submit to foreign rule or fight for independence, there were concerns about the potential conflicts and disagreements that would arise when deciding on a government for the entire country. However, despite these uncertainties, the representatives of the nation broke free from the chains of oppression and launched into an uncertain future.

During the Revolutionary War, the people's passion and determination maintained some level of order, but it was clear that a more structured system was needed. The Confederation, based on examples from other countries, was created but it was evident that it would not last due to negligence, disobedience, and decline.

In this crisis, the American people showed their wisdom and resolve in taking measures to form a stronger union, establish justice, ensure domestic tranquility, provide for defense, promote welfare, and secure liberty. Through public discussions and deliberations, the present Constitution of Government was created.

Having been abroad during these events, I first encountered the Constitution while overseas. Without any bias or influence, I found it to be a result of intelligent and moral individuals creating a government that suited our nation. As a citizen with a right to vote on the adoption of this constitution, I openly expressed my approval. The fact that the Executive and Senate were not more permanent did not concern me, nor did I consider any changes to the Constitution unless deemed necessary or expedient by the people themselves.

After returning to my country, I had the honor of being elected to a position under this new government, and I have consistently supported the Constitution. It has met expectations and brought peace, order, prosperity, and happiness to the nation. I have developed an attachment and respect for it.

What other form of government could deserve our admiration and love? Our government, where citizens are chosen to make and execute laws, representing the power and majesty of the people, is a spectacle of beauty and greatness. Robes and diamonds add nothing significant; true authority comes from the hearts and judgments of the people. The existence of our government proves that knowledge and virtue are widespread among the people, which is a pleasing thought.

We must always remember the danger to our liberties if our elections are corrupted or influenced by external forces. The government should be the choice of the American people, not a result of foreign interference. The purity of our elections is vital.

Under the administration of a citizen who led with wisdom, justice, temperance, and fortitude, our nation has experienced peace, prosperity, and increasing wealth. We owe gratitude to this citizen and his name will serve as a bulwark against any who seek to harm our country's peace. His successors have been advised to follow his example.

While I should remain silent on this topic, I believe it is appropriate to say that my principles align with a free republican government and a commitment to support the Constitution unless the people decide otherwise. I respect the state governments and value the rights and interest of all states equally. I believe in justice, humanity, and equal laws. I have an appreciation for the Native American nations and hope to improve their conditions. I am committed to maintaining peace and neutrality with other nations. I have a personal fondness for the French nation and wish to preserve our friendship. I am dedicated to doing what is right for the American people, seeking justice and maintaining peace with all nations. I have confidence in the American people, their resources, and their spirit. I believe in the high destinies of this country and my duties towards it. Lastly, I have a deep respect for Christianity and believe it is important in public service.

With the support of the American people, I am confident that the Constitution will endure and succeed. I am committed to upholding it to the best of my ability.

May the Supreme Being bless this nation, its government, and grant it success and longevity in accordance with His providence.",6.0,positive
